rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
110,0,"Taxi Driver",1976,http://www.icheckmovies.com/movies/taxi+driver/,69501,7290,309,31,1520,,http://www.imdb.com/title/tt0075314/,"2010-01-30 15:23:28",no,no,no,no
111,0,"The Sting",1973,http://www.icheckmovies.com/movies/the+sting/,24212,2252,68,16,659,,http://www.imdb.com/title/tt0070735/,"2010-01-30 15:23:28",no,no,no,no
112,0,"Double Indemnity",1944,http://www.icheckmovies.com/movies/double+indemnity/,19913,2408,60,34,1001,,http://www.imdb.com/title/tt0036775/,"2010-01-30 15:23:27",no,no,no,no
113,0,"The Apartment",1960,http://www.icheckmovies.com/movies/the+apartment/,21065,2765,81,27,991,,http://www.imdb.com/title/tt0053604/,"2010-01-30 15:23:28",no,no,no,no
114,0,1917,2019,http://www.icheckmovies.com/movies/1917/,7198,712,25,11,287,,http://www.imdb.com/title/tt8579674/,no,no,no,no,no
115,0,"Jodaeiye Nader az Simin",2011,http://www.icheckmovies.com/movies/jodaeiye+nader+az+simin/,10854,1688,71,14,707,"A Separation",http://www.imdb.com/title/tt1832382/,"2013-07-26 17:11:25",no,no,no,no
116,0,"Le fabuleux destin d'Amélie Poulain",2001,http://www.icheckmovies.com/movies/le+fabuleux+destin+damelie+poulain/,77154,10726,656,27,1100,Amélie,http://www.imdb.com/title/tt0211915/,"2010-01-30 15:23:27",no,no,no,no
117,0,Incendies,2010,http://www.icheckmovies.com/movies/incendies/,8969,1344,66,8,432,,http://www.imdb.com/title/tt1255953/,"2013-10-06 18:57:40",no,no,no,no
118,0,Snatch,2000,http://www.icheckmovies.com/movies/snatch-2000/,69505,6813,322,10,642,,http://www.imdb.com/title/tt0208092/,"2010-01-30 15:23:27",no,no,no,no
119,0,Scarface,1983,http://www.icheckmovies.com/movies/scarface/,64571,4524,437,19,811,,http://www.imdb.com/title/tt0086250/,"2010-01-30 15:23:27",no,no,no,no
120,0,"Toy Story 3",2010,http://www.icheckmovies.com/movies/toy+story+3/,101884,6473,322,17,921,,http://www.imdb.com/title/tt0435761/,"2011-03-11 01:10:14",no,no,no,no
121,0,"To Kill a Mockingbird",1962,http://www.icheckmovies.com/movies/to+kill+a+mockingbird/,49216,3096,185,19,824,,http://www.imdb.com/title/tt0056592/,"2010-01-30 15:23:28",no,no,no,no
122,0,"Per qualche dollaro in più",1965,http://www.icheckmovies.com/movies/per+qualche+dollaro+in+piu/,20879,1823,47,9,553,"For a Few Dollars More",http://www.imdb.com/title/tt0059578/,"2010-01-30 15:23:27",no,no,no,no
123,0,Up,2009,http://www.icheckmovies.com/movies/up/,117301,9384,408,17,880,,http://www.imdb.com/title/tt1049413/,"2010-01-30 15:23:28",no,no,no,no
124,0,"Indiana Jones and the Last Crusade",1989,http://www.icheckmovies.com/movies/indiana+jones+and+the+last+crusade/,86096,4793,213,15,703,,http://www.imdb.com/title/tt0097576/,"2010-01-30 15:23:27",no,no,no,no
125,0,"L.A. Confidential",1997,http://www.icheckmovies.com/movies/l.a.+confidential/,44943,3767,187,23,866,,http://www.imdb.com/title/tt0119488/,"2010-01-30 15:23:27",no,no,no,no
